"baseline_design","n_processes","mean_length","beta_true","comparator","metric","mean_advantage","standard_error","ci_lower","ci_upper","win_rate"
"common",184,20,0.8,"Global alpha-beta model","departure_logloss",0.0595352370223261,0.000420752781537413,0.0587105615705128,0.0603599124741394,1
"common",184,20,0.8,"Global alpha-beta model","departure_brier",0.0285705799681202,0.000195044390050507,0.0281882929636212,0.0289528669726192,1
"common",184,20,0.8,"Global alpha-beta model","full_logloss",0.0595352370223261,0.000420752781537413,0.0587105615705127,0.0603599124741394,1
"common",184,20,0.8,"Global alpha-beta model","full_brier",0.0364713602145931,0.000250631954986594,0.0359801215828193,0.0369625988463668,1
"unequal",184,20,0.8,"Global alpha-beta model","departure_logloss",0.0596729009666667,0.000394408544874591,0.0588998602187125,0.0604459417146209,1
"unequal",184,20,0.8,"Global alpha-beta model","departure_brier",0.0272596607134062,0.000171873882130096,0.0269227879044312,0.0275965335223811,1
"unequal",184,20,0.8,"Global alpha-beta model","full_logloss",0.0596729009666667,0.000394408544874592,0.0588998602187125,0.0604459417146209,1
"unequal",184,20,0.8,"Global alpha-beta model","full_brier",0.0348142669216921,0.00022255234685816,0.0343780643218502,0.0352504695215341,1
"common",300,20,0.8,"Global alpha-beta model","departure_logloss",0.0585364445678137,0.000340740462307393,0.0578685932616912,0.0592042958739362,1
"common",300,20,0.8,"Global alpha-beta model","departure_brier",0.0280831912298284,0.00015681780803315,0.0277758283260834,0.0283905541335733,1
"common",300,20,0.8,"Global alpha-beta model","full_logloss",0.0585364445678137,0.000340740462307393,0.0578685932616912,0.0592042958739362,1
"common",300,20,0.8,"Global alpha-beta model","full_brier",0.0358640063382251,0.000201948361118054,0.0354681875504337,0.0362598251260165,1
"unequal",300,20,0.8,"Global alpha-beta model","departure_logloss",0.0594407378612149,0.000330881148008112,0.058792210811119,0.0600892649113108,1
"unequal",300,20,0.8,"Global alpha-beta model","departure_brier",0.0271563434160949,0.000143294973004014,0.0268754852690071,0.0274372015631828,1
"unequal",300,20,0.8,"Global alpha-beta model","full_logloss",0.0594407378612149,0.000330881148008112,0.058792210811119,0.0600892649113108,1
"unequal",300,20,0.8,"Global alpha-beta model","full_brier",0.0346992122186188,0.000183841742060159,0.0343388824041809,0.0350595420330567,1
"common",500,20,0.8,"Global alpha-beta model","departure_logloss",0.0586620213822734,0.000265302369852051,0.0581420287373634,0.0591820140271835,1
"common",500,20,0.8,"Global alpha-beta model","departure_brier",0.0281328459984259,0.000122698444848829,0.0278923570465222,0.0283733349503296,1
"common",500,20,0.8,"Global alpha-beta model","full_logloss",0.0586620213822734,0.000265302369852051,0.0581420287373634,0.0591820140271835,1
"common",500,20,0.8,"Global alpha-beta model","full_brier",0.0359445619187873,0.000158412610279926,0.0356340732026386,0.0362550506349359,1
"unequal",500,20,0.8,"Global alpha-beta model","departure_logloss",0.0595886757320609,0.000256038008127103,0.0590868412361318,0.06009051022799,1
"unequal",500,20,0.8,"Global alpha-beta model","departure_brier",0.0272294259186076,0.000112036305690558,0.0270098347594541,0.0274490170777611,1
"unequal",500,20,0.8,"Global alpha-beta model","full_logloss",0.0595886757320609,0.000256038008127103,0.0590868412361318,0.06009051022799,1
"unequal",500,20,0.8,"Global alpha-beta model","full_brier",0.034820021916808,0.000143950709723501,0.03453787852575,0.0351021653078661,1
"common",100,8,0,"Origin-specific homogeneous","departure_logloss",8.22664469911416e-06,3.94760526134305e-05,-6.91464184232096e-05,8.55997078214379e-05,0.193333333333333
"common",100,8,0,"Origin-specific homogeneous","departure_brier",-1.02660548920182e-06,1.6815271364321e-05,-3.3984537363271e-05,3.19313263848674e-05,0.186666666666667
"common",100,8,0,"Origin-specific homogeneous","full_logloss",8.22664469911416e-06,3.94760526134306e-05,-6.91464184232098e-05,8.55997078214381e-05,0.193333333333333
"common",100,8,0,"Origin-specific homogeneous","full_brier",-6.15528497968087e-06,2.1567352091331e-05,-4.84272950786896e-05,3.61167251193278e-05,0.19
"unequal",100,8,0,"Origin-specific homogeneous","departure_logloss",-9.88948781655385e-05,3.93836660648209e-05,-0.000176086863652587,-2.17028926784897e-05,0.19
"unequal",100,8,0,"Origin-specific homogeneous","departure_brier",-4.91604379514744e-05,1.84557071263974e-05,-8.53336239192133e-05,-1.29872519837354e-05,0.19
"unequal",100,8,0,"Origin-specific homogeneous","full_logloss",-9.88948781655311e-05,3.93836660648208e-05,-0.00017608686365258,-2.17028926784824e-05,0.19
"unequal",100,8,0,"Origin-specific homogeneous","full_brier",-6.41632152835e-05,2.38833755253238e-05,-0.000110974631313135,-1.73517992538654e-05,0.186666666666667
"common",184,8,0,"Origin-specific homogeneous","departure_logloss",-4.91650233078541e-05,2.10439574807359e-05,-9.04111799700965e-05,-7.91886664561165e-06,0.2
"common",184,8,0,"Origin-specific homogeneous","departure_brier",-2.12022393267331e-05,8.90468588160479e-06,-3.86554236546785e-05,-3.74905499878775e-06,0.203333333333333
"common",184,8,0,"Origin-specific homogeneous","full_logloss",-4.91650233078548e-05,2.10439574807358e-05,-9.04111799700969e-05,-7.91886664561271e-06,0.2
"common",184,8,0,"Origin-specific homogeneous","full_brier",-2.78509965479382e-05,1.14770957046658e-05,-5.03461041290832e-05,-5.35588896679326e-06,0.193333333333333
"unequal",184,8,0,"Origin-specific homogeneous","departure_logloss",-3.75700451803092e-05,2.35025380365186e-05,-8.36350197318856e-05,8.49492937126714e-06,0.163333333333333
"unequal",184,8,0,"Origin-specific homogeneous","departure_brier",-1.87789152313452e-05,1.10334610481328e-05,-4.04044988856855e-05,2.84666842299512e-06,0.163333333333333
"unequal",184,8,0,"Origin-specific homogeneous","full_logloss",-3.75700451803003e-05,2.35025380365183e-05,-8.36350197318763e-05,8.49492937127561e-06,0.163333333333333
"unequal",184,8,0,"Origin-specific homogeneous","full_brier",-2.37303376510241e-05,1.41199550493333e-05,-5.14054495477175e-05,3.9447742456692e-06,0.176666666666667
"common",300,8,0,"Origin-specific homogeneous","departure_logloss",-4.04538453201297e-05,1.49217387858781e-05,-6.97004533404508e-05,-1.12072372998087e-05,0.19
"common",300,8,0,"Origin-specific homogeneous","departure_brier",-1.76685282017976e-05,6.43683782467603e-06,-3.02847303381626e-05,-5.05232606543259e-06,0.186666666666667
"common",300,8,0,"Origin-specific homogeneous","full_logloss",-4.0453845320129e-05,1.49217387858784e-05,-6.97004533404507e-05,-1.12072372998073e-05,0.19
"common",300,8,0,"Origin-specific homogeneous","full_brier",-2.36932424103468e-05,8.15521674482148e-06,-3.96774672301969e-05,-7.70901759049669e-06,0.173333333333333
"unequal",300,8,0,"Origin-specific homogeneous","departure_logloss",-9.49772056371456e-05,2.26749392401849e-05,-0.000139420086547908,-5.05343247263832e-05,0.183333333333333
"unequal",300,8,0,"Origin-specific homogeneous","departure_brier",-4.57030092920757e-05,1.07487274381469e-05,-6.67705150708436e-05,-2.46355035133079e-05,0.18
"unequal",300,8,0,"Origin-specific homogeneous","full_logloss",-9.49772056371486e-05,2.26749392401843e-05,-0.00013942008654791,-5.05343247263873e-05,0.183333333333333
"unequal",300,8,0,"Origin-specific homogeneous","full_brier",-5.72412912625497e-05,1.34015949203069e-05,-8.35084173063514e-05,-3.09741652187481e-05,0.183333333333333
"common",500,8,0,"Origin-specific homogeneous","departure_logloss",-3.54424425696424e-05,1.02686448425309e-05,-5.5568986461003e-05,-1.53158986782818e-05,0.15
"common",500,8,0,"Origin-specific homogeneous","departure_brier",-1.52886750933531e-05,4.43112525772073e-06,-2.39736805984858e-05,-6.6036695882205e-06,0.15
"common",500,8,0,"Origin-specific homogeneous","full_logloss",-3.54424425696465e-05,1.02686448425309e-05,-5.55689864610071e-05,-1.53158986782859e-05,0.15
"common",500,8,0,"Origin-specific homogeneous","full_brier",-1.91834746606974e-05,5.66952521389948e-06,-3.02957440799404e-05,-8.07120524145445e-06,0.15
"unequal",500,8,0,"Origin-specific homogeneous","departure_logloss",-5.58339236665624e-05,1.24180108587297e-05,-8.01732249496726e-05,-3.14946223834523e-05,0.193333333333333
"unequal",500,8,0,"Origin-specific homogeneous","departure_brier",-2.71762999843928e-05,5.85844167077476e-06,-3.86588456591114e-05,-1.56937543096743e-05,0.19
"unequal",500,8,0,"Origin-specific homogeneous","full_logloss",-5.58339236665654e-05,1.241801085873e-05,-8.01732249496762e-05,-3.14946223834546e-05,0.193333333333333
"unequal",500,8,0,"Origin-specific homogeneous","full_brier",-3.47810766973115e-05,7.64433560307851e-06,-4.97639744793454e-05,-1.97981789152776e-05,0.193333333333333
"common",100,12,0,"Origin-specific homogeneous","departure_logloss",-0.000127278192913873,4.54891082425019e-05,-0.000216436845069176,-3.81195407585688e-05,0.193333333333333
"common",100,12,0,"Origin-specific homogeneous","departure_brier",-5.64592348271436e-05,1.94047983377758e-05,-9.44926395691842e-05,-1.84258300851029e-05,0.196666666666667
"common",100,12,0,"Origin-specific homogeneous","full_logloss",-0.000127278192913871,4.54891082425019e-05,-0.000216436845069175,-3.81195407585674e-05,0.193333333333333
"common",100,12,0,"Origin-specific homogeneous","full_brier",-7.06959840563056e-05,2.45302857966435e-05,-0.000118775344217727,-2.26166238948843e-05,0.196666666666667
"unequal",100,12,0,"Origin-specific homogeneous","departure_logloss",-0.000101899145966351,3.39129128882919e-05,-0.000168368455227403,-3.54298367052985e-05,0.193333333333333
"unequal",100,12,0,"Origin-specific homogeneous","departure_brier",-4.90560654866575e-05,1.59198964816308e-05,-8.02590625906539e-05,-1.78530683826611e-05,0.196666666666667
"unequal",100,12,0,"Origin-specific homogeneous","full_logloss",-0.000101899145966357,3.3912912888292e-05,-0.000168368455227409,-3.54298367053046e-05,0.193333333333333
"unequal",100,12,0,"Origin-specific homogeneous","full_brier",-6.11629428791956e-05,1.9952369629099e-05,-0.00010026958735223,-2.20562984061615e-05,0.2
"common",184,12,0,"Origin-specific homogeneous","departure_logloss",-9.98395274200907e-05,2.06809459196482e-05,-0.000140374181422601,-5.93048734175801e-05,0.163333333333333
"common",184,12,0,"Origin-specific homogeneous","departure_brier",-4.3425501003934e-05,8.98865805696127e-06,-6.10432707955781e-05,-2.58077312122899e-05,0.16
"common",184,12,0,"Origin-specific homogeneous","full_logloss",-9.9839527420087e-05,2.06809459196482e-05,-0.000140374181422597,-5.93048734175765e-05,0.163333333333333
"common",184,12,0,"Origin-specific homogeneous","full_brier",-5.53161598489578e-05,1.16589431889163e-05,-7.81676884992338e-05,-3.24646311986819e-05,0.156666666666667
"unequal",184,12,0,"Origin-specific homogeneous","departure_logloss",-0.000115143270117136,2.46464369802817e-05,-0.000163450286598488,-6.6836253635784e-05,0.183333333333333
"unequal",184,12,0,"Origin-specific homogeneous","departure_brier",-5.40327301293976e-05,1.16586243810387e-05,-7.68836339162335e-05,-3.11818263425618e-05,0.18
"unequal",184,12,0,"Origin-specific homogeneous","full_logloss",-0.00011514327011714,2.4646436980282e-05,-0.000163450286598493,-6.68362536357876e-05,0.183333333333333
"unequal",184,12,0,"Origin-specific homogeneous","full_brier",-6.81351071711948e-05,1.48683977478692e-05,-9.72771667570184e-05,-3.89930475853712e-05,0.183333333333333
"common",300,12,0,"Origin-specific homogeneous","departure_logloss",-3.47571576741286e-05,9.75834657296801e-06,-5.38835169571459e-05,-1.56307983911113e-05,0.176666666666667
"common",300,12,0,"Origin-specific homogeneous","departure_brier",-1.52026670407218e-05,4.22161457901802e-06,-2.34770316155971e-05,-6.9283024658465e-06,0.173333333333333
"common",300,12,0,"Origin-specific homogeneous","full_logloss",-3.47571576741301e-05,9.75834657296837e-06,-5.38835169571481e-05,-1.56307983911121e-05,0.176666666666667
"common",300,12,0,"Origin-specific homogeneous","full_brier",-2.06428044596907e-05,5.6818441910153e-06,-3.17792190740807e-05,-9.50638984530071e-06,0.176666666666667
"unequal",300,12,0,"Origin-specific homogeneous","departure_logloss",-3.17173100670254e-05,9.76837830667768e-06,-5.08633315481136e-05,-1.25712885859371e-05,0.203333333333333
"unequal",300,12,0,"Origin-specific homogeneous","departure_brier",-1.55802935565467e-05,4.66023139672344e-06,-2.47143470941246e-05,-6.44624001896876e-06,0.203333333333333
"unequal",300,12,0,"Origin-specific homogeneous","full_logloss",-3.17173100670224e-05,9.76837830667707e-06,-5.08633315481095e-05,-1.25712885859354e-05,0.203333333333333
"unequal",300,12,0,"Origin-specific homogeneous","full_brier",-1.90862542394969e-05,5.86681979110987e-06,-3.05852210300722e-05,-7.58728744892153e-06,0.196666666666667
"common",500,12,0,"Origin-specific homogeneous","departure_logloss",-1.73964644559836e-05,5.78549102698037e-06,-2.87360268688651e-05,-6.05690204310204e-06,0.173333333333333
"common",500,12,0,"Origin-specific homogeneous","departure_brier",-7.55373039765426e-06,2.50164754104303e-06,-1.24569595780986e-05,-2.65050121720993e-06,0.173333333333333
"common",500,12,0,"Origin-specific homogeneous","full_logloss",-1.73964644559817e-05,5.78549102698053e-06,-2.87360268688635e-05,-6.05690204309989e-06,0.173333333333333
"common",500,12,0,"Origin-specific homogeneous","full_brier",-1.00536122690905e-05,3.28419419674831e-06,-1.64906328947172e-05,-3.6165916434638e-06,0.18
"unequal",500,12,0,"Origin-specific homogeneous","departure_logloss",-3.18532897659459e-05,5.96855091696445e-06,-4.35516495631962e-05,-2.01549299686956e-05,0.156666666666667
"unequal",500,12,0,"Origin-specific homogeneous","departure_brier",-1.53839717901538e-05,2.86257402022077e-06,-2.09946168697865e-05,-9.77332671052113e-06,0.156666666666667
"unequal",500,12,0,"Origin-specific homogeneous","full_logloss",-3.1853289765944e-05,5.96855091696461e-06,-4.35516495631947e-05,-2.01549299686934e-05,0.156666666666667
"unequal",500,12,0,"Origin-specific homogeneous","full_brier",-1.93077564086086e-05,3.65774530234273e-06,-2.64769372012003e-05,-1.21385756160169e-05,0.166666666666667
"common",100,20,0,"Origin-specific homogeneous","departure_logloss",-6.80891543292187e-05,1.83776602241895e-05,-0.00010410936836863,-3.20689402898073e-05,0.18
"common",100,20,0,"Origin-specific homogeneous","departure_brier",-2.95935541044788e-05,7.92013422557994e-06,-4.51170171866154e-05,-1.40700910223421e-05,0.176666666666667
"common",100,20,0,"Origin-specific homogeneous","full_logloss",-6.80891543292191e-05,1.83776602241901e-05,-0.000104109368368632,-3.20689402898065e-05,0.18
"common",100,20,0,"Origin-specific homogeneous","full_brier",-3.850228400477e-05,1.02202230815616e-05,-5.85339212446306e-05,-1.84706467649093e-05,0.17
"unequal",100,20,0,"Origin-specific homogeneous","departure_logloss",-0.000112391427490142,2.34634626246516e-05,-0.000158379814234459,-6.64030407458246e-05,0.186666666666667
"unequal",100,20,0,"Origin-specific homogeneous","departure_brier",-5.48201513851408e-05,1.10955951108295e-05,-7.65675178023666e-05,-3.3072784967915e-05,0.18
"unequal",100,20,0,"Origin-specific homogeneous","full_logloss",-0.000112391427490132,2.34634626246515e-05,-0.000158379814234449,-6.6403040745815e-05,0.186666666666667
"unequal",100,20,0,"Origin-specific homogeneous","full_brier",-6.83875022273624e-05,1.39492092941328e-05,-9.57279524438628e-05,-4.1047052010862e-05,0.19
"common",184,20,0,"Origin-specific homogeneous","departure_logloss",-2.63632904326002e-05,9.74420802020499e-06,-4.5461938152202e-05,-7.26464271299839e-06,0.19
"common",184,20,0,"Origin-specific homogeneous","departure_brier",-1.116874467065e-05,4.19026608499817e-06,-1.93816661972464e-05,-2.95582314405356e-06,0.19
"common",184,20,0,"Origin-specific homogeneous","full_logloss",-2.63632904325991e-05,9.74420802020528e-06,-4.54619381522014e-05,-7.26464271299673e-06,0.19
"common",184,20,0,"Origin-specific homogeneous","full_brier",-1.38603042044172e-05,5.30879720187194e-06,-2.42655467200862e-05,-3.45506168874818e-06,0.206666666666667
"unequal",184,20,0,"Origin-specific homogeneous","departure_logloss",-2.6174729214673e-05,1.14610015421642e-05,-4.86382922373148e-05,-3.71116619203122e-06,0.223333333333333
"unequal",184,20,0,"Origin-specific homogeneous","departure_brier",-1.2506520156387e-05,5.49296458113602e-06,-2.32727307354136e-05,-1.74030957736044e-06,0.22
"unequal",184,20,0,"Origin-specific homogeneous","full_logloss",-2.61747292146771e-05,1.14610015421638e-05,-4.86382922373182e-05,-3.711166192036e-06,0.223333333333333
"unequal",184,20,0,"Origin-specific homogeneous","full_brier",-1.61082553226836e-05,7.13699006020283e-06,-3.00967558406811e-05,-2.11975480468606e-06,0.213333333333333
"common",300,20,0,"Origin-specific homogeneous","departure_logloss",-2.37573654880681e-05,6.6294160419342e-06,-3.67510209302592e-05,-1.07637100458771e-05,0.19
"common",300,20,0,"Origin-specific homogeneous","departure_brier",-1.03560718876572e-05,2.86489841444688e-06,-1.59712727799731e-05,-4.74087099534131e-06,0.186666666666667
"common",300,20,0,"Origin-specific homogeneous","full_logloss",-2.37573654880715e-05,6.62941604193382e-06,-3.67510209302618e-05,-1.07637100458812e-05,0.19
"common",300,20,0,"Origin-specific homogeneous","full_brier",-1.38229982386899e-05,3.67558485194415e-06,-2.10271445485004e-05,-6.61885192887933e-06,0.193333333333333
"unequal",300,20,0,"Origin-specific homogeneous","departure_logloss",-4.90270530041707e-05,8.87032265936888e-06,-6.64128854165337e-05,-3.16412205918077e-05,0.126666666666667
"unequal",300,20,0,"Origin-specific homogeneous","departure_brier",-2.29930333410345e-05,4.19579822903645e-06,-3.12167978699459e-05,-1.47692688121231e-05,0.126666666666667
"unequal",300,20,0,"Origin-specific homogeneous","full_logloss",-4.90270530041699e-05,8.87032265936904e-06,-6.64128854165333e-05,-3.16412205918066e-05,0.126666666666667
"unequal",300,20,0,"Origin-specific homogeneous","full_brier",-2.93319928098616e-05,5.37586357511446e-06,-3.98686854170859e-05,-1.87953002026372e-05,0.123333333333333
"common",500,20,0,"Origin-specific homogeneous","departure_logloss",-2.6574286650497e-05,4.61923446722002e-06,-3.56279862062482e-05,-1.75205870947457e-05,0.156666666666667
"common",500,20,0,"Origin-specific homogeneous","departure_brier",-1.13495534274552e-05,1.97705169212282e-06,-1.52245747440159e-05,-7.47453211089447e-06,0.153333333333333
"common",500,20,0,"Origin-specific homogeneous","full_logloss",-2.65742866504922e-05,4.61923446721975e-06,-3.56279862062429e-05,-1.75205870947415e-05,0.156666666666667
"common",500,20,0,"Origin-specific homogeneous","full_brier",-1.423776058743e-05,2.5530350868268e-06,-1.92417093576105e-05,-9.23381181724946e-06,0.166666666666667
"unequal",500,20,0,"Origin-specific homogeneous","departure_logloss",-2.21072804055563e-05,4.0554790240465e-06,-3.00560192926874e-05,-1.41585415184251e-05,0.186666666666667
"unequal",500,20,0,"Origin-specific homogeneous","departure_brier",-1.03728791975694e-05,1.85506188947289e-06,-1.40088005009363e-05,-6.73695789420257e-06,0.183333333333333
"unequal",500,20,0,"Origin-specific homogeneous","full_logloss",-2.21072804055522e-05,4.05547902404674e-06,-3.00560192926838e-05,-1.41585415184206e-05,0.186666666666667
"unequal",500,20,0,"Origin-specific homogeneous","full_brier",-1.35210345154146e-05,2.36982859978775e-06,-1.81658985709986e-05,-8.87617045983066e-06,0.176666666666667
"common",100,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00331118620866332,0.000187521460428572,0.00294364414622332,0.00367872827110332,0.876666666666667
"common",100,8,0.25,"Origin-specific homogeneous","departure_brier",0.0014413846812409,8.16648360897323e-05,0.00128132160250503,0.00160144775997678,0.873333333333333
"common",100,8,0.25,"Origin-specific homogeneous","full_logloss",0.00331118620866332,0.000187521460428572,0.00294364414622332,0.00367872827110332,0.876666666666667
"common",100,8,0.25,"Origin-specific homogeneous","full_brier",0.00184712771829871,0.000106318022303308,0.00163874439458423,0.0020555110420132,0.876666666666667
"unequal",100,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00388684341260876,0.000225173519654595,0.00344550331408575,0.00432818351113176,0.896666666666667
"unequal",100,8,0.25,"Origin-specific homogeneous","departure_brier",0.00180954144460221,9.9487531270212e-05,0.0016145458833126,0.00200453700589183,0.9
"unequal",100,8,0.25,"Origin-specific homogeneous","full_logloss",0.00388684341260875,0.000225173519654595,0.00344550331408575,0.00432818351113176,0.896666666666667
"unequal",100,8,0.25,"Origin-specific homogeneous","full_brier",0.00230309019381506,0.000126991388294132,0.00205418707275856,0.00255199331487156,0.896666666666667
"common",184,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00333025807720434,0.000137909721554672,0.00305995502295718,0.00360056113145149,0.943333333333333
"common",184,8,0.25,"Origin-specific homogeneous","departure_brier",0.00149771511799271,6.26657391231508e-05,0.00137489026931134,0.00162053996667409,0.943333333333333
"common",184,8,0.25,"Origin-specific homogeneous","full_logloss",0.00333025807720435,0.000137909721554671,0.00305995502295719,0.0036005611314515,0.943333333333333
"common",184,8,0.25,"Origin-specific homogeneous","full_brier",0.00190993397036071,8.01745500603264e-05,0.00175279185224247,0.00206707608847895,0.946666666666667
"unequal",184,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00366355105143404,0.000140693572918188,0.00338779164851439,0.00393931045435369,0.94
"unequal",184,8,0.25,"Origin-specific homogeneous","departure_brier",0.00174857873292388,6.7512143944317e-05,0.00161625493079302,0.00188090253505474,0.936666666666667
"unequal",184,8,0.25,"Origin-specific homogeneous","full_logloss",0.00366355105143404,0.000140693572918189,0.00338779164851439,0.00393931045435369,0.94
"unequal",184,8,0.25,"Origin-specific homogeneous","full_brier",0.00223592775243478,8.64056458343495e-05,0.00206657268659945,0.0024052828182701,0.94
"common",300,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00325094060370406,0.000110389088034412,0.00303457799115661,0.00346730321625151,0.966666666666667
"common",300,8,0.25,"Origin-specific homogeneous","departure_brier",0.00147140006206738,5.03432472733278e-05,0.00137272729741166,0.0015700728267231,0.966666666666667
"common",300,8,0.25,"Origin-specific homogeneous","full_logloss",0.00325094060370406,0.000110389088034411,0.00303457799115661,0.0034673032162515,0.966666666666667
"common",300,8,0.25,"Origin-specific homogeneous","full_brier",0.00188154145641417,6.4719342860098e-05,0.00175469154440838,0.00200839136841996,0.966666666666667
"unequal",300,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00377674917291621,0.000112351907101712,0.00355653943499685,0.00399695891083556,0.973333333333333
"unequal",300,8,0.25,"Origin-specific homogeneous","departure_brier",0.00180853599385497,5.39090092169732e-05,0.0017028743357897,0.00191419765192024,0.976666666666667
"unequal",300,8,0.25,"Origin-specific homogeneous","full_logloss",0.00377674917291621,0.000112351907101712,0.00355653943499686,0.00399695891083557,0.973333333333333
"unequal",300,8,0.25,"Origin-specific homogeneous","full_brier",0.00232420372739043,7.00555964177439e-05,0.00218689475841166,0.00246151269636921,0.976666666666667
"common",500,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00342608528054037,8.37929869445034e-05,0.00326185102612915,0.0035903195349516,0.993333333333333
"common",500,8,0.25,"Origin-specific homogeneous","departure_brier",0.00154995417633087,3.81965228208525e-05,0.001475088991602,0.00162481936105974,0.993333333333333
"common",500,8,0.25,"Origin-specific homogeneous","full_logloss",0.00342608528054037,8.37929869445031e-05,0.00326185102612915,0.0035903195349516,0.993333333333333
"common",500,8,0.25,"Origin-specific homogeneous","full_brier",0.00197995331429474,4.88704814674069e-05,0.00188416717061863,0.00207573945797086,0.993333333333333
"unequal",500,8,0.25,"Origin-specific homogeneous","departure_logloss",0.00379158685173143,9.17202794354694e-05,0.00361181510403791,0.00397135859942495,0.986666666666667
"unequal",500,8,0.25,"Origin-specific homogeneous","departure_brier",0.0018237726627442,4.42277055540491e-05,0.00173708635985827,0.00191045896563014,0.986666666666667
"unequal",500,8,0.25,"Origin-specific homogeneous","full_logloss",0.00379158685173143,9.17202794354695e-05,0.00361181510403791,0.00397135859942495,0.986666666666667
"unequal",500,8,0.25,"Origin-specific homogeneous","full_brier",0.00234171321448818,5.66890083959177e-05,0.00223060275803218,0.00245282367094418,0.986666666666667
"common",100,12,0.25,"Origin-specific homogeneous","departure_logloss",0.00359610104772916,0.00015412624028409,0.00329401361677234,0.00389818847868597,0.93
"common",100,12,0.25,"Origin-specific homogeneous","departure_brier",0.00161224775271558,6.91658271236733e-05,0.00147668273155318,0.00174781277387798,0.926666666666667
"common",100,12,0.25,"Origin-specific homogeneous","full_logloss",0.00359610104772916,0.000154126240284089,0.00329401361677235,0.00389818847868598,0.93
"common",100,12,0.25,"Origin-specific homogeneous","full_brier",0.00204402576155014,8.88474406338763e-05,0.00186988477790774,0.00221816674519254,0.916666666666667
"unequal",100,12,0.25,"Origin-specific homogeneous","departure_logloss",0.00415476194365711,0.000181942171341569,0.00379815528782763,0.00451136859948658,0.933333333333333
"unequal",100,12,0.25,"Origin-specific homogeneous","departure_brier",0.00197498107192136,8.64489256893756e-05,0.00180554117757018,0.00214442096627253,0.933333333333333
"unequal",100,12,0.25,"Origin-specific homogeneous","full_logloss",0.00415476194365711,0.000181942171341569,0.00379815528782764,0.00451136859948659,0.933333333333333
"unequal",100,12,0.25,"Origin-specific homogeneous","full_brier",0.00252228328173872,0.00011127407398685,0.0023041860967245,0.00274038046675295,0.936666666666667
"common",184,12,0.25,"Origin-specific homogeneous","departure_logloss",0.0036569183164214,0.000112693404588411,0.00343603924342811,0.00387779738941468,0.97
"common",184,12,0.25,"Origin-specific homogeneous","departure_brier",0.00165279426109894,5.12198237714487e-05,0.0015524034065069,0.00175318511569098,0.97
"common",184,12,0.25,"Origin-specific homogeneous","full_logloss",0.0036569183164214,0.000112693404588411,0.00343603924342811,0.00387779738941468,0.97
"common",184,12,0.25,"Origin-specific homogeneous","full_brier",0.00210328443123198,6.53520998271395e-05,0.00197519431557078,0.00223137454689317,0.97
"unequal",184,12,0.25,"Origin-specific homogeneous","departure_logloss",0.00424813133833007,0.000119840521899097,0.00401324391540784,0.0044830187612523,0.976666666666667
"unequal",184,12,0.25,"Origin-specific homogeneous","departure_brier",0.00203690367894276,5.77796505346108e-05,0.00192365556389492,0.0021501517939906,0.973333333333333
"unequal",184,12,0.25,"Origin-specific homogeneous","full_logloss",0.00424813133833007,0.000119840521899097,0.00401324391540784,0.0044830187612523,0.976666666666667
"unequal",184,12,0.25,"Origin-specific homogeneous","full_brier",0.00258677288691503,7.40506795343681e-05,0.00244163355502767,0.00273191221880239,0.976666666666667
"common",300,12,0.25,"Origin-specific homogeneous","departure_logloss",0.00361418862939602,9.0980650460563e-05,0.00343586655449332,0.00379251070429873,0.98
"common",300,12,0.25,"Origin-specific homogeneous","departure_brier",0.00164023711683156,4.17537688794017e-05,0.00155839972982793,0.00172207450383519,0.98
"common",300,12,0.25,"Origin-specific homogeneous","full_logloss",0.00361418862939602,9.09806504605627e-05,0.00343586655449332,0.00379251070429872,0.98
"common",300,12,0.25,"Origin-specific homogeneous","full_brier",0.0020897201848514,5.38021513545616e-05,0.00198426796819646,0.00219517240150635,0.983333333333333
"unequal",300,12,0.25,"Origin-specific homogeneous","departure_logloss",0.0041312420610721,9.21316098317458e-05,0.00395066410580188,0.00431182001634233,0.996666666666667
"unequal",300,12,0.25,"Origin-specific homogeneous","departure_brier",0.00198982752434081,4.49468040014926e-05,0.00190173178849789,0.00207792326018374,0.993333333333333
"unequal",300,12,0.25,"Origin-specific homogeneous","full_logloss",0.00413124206107211,9.21316098317458e-05,0.00395066410580189,0.00431182001634233,0.996666666666667
"unequal",300,12,0.25,"Origin-specific homogeneous","full_brier",0.00254151005946795,5.7681573591022e-05,0.00242845417522954,0.00265456594370635,0.996666666666667
"common",500,12,0.25,"Origin-specific homogeneous","departure_logloss",0.00363304212595622,7.1494785772667e-05,0.00349291234584179,0.00377317190607065,1
"common",500,12,0.25,"Origin-specific homogeneous","departure_brier",0.00164725705586527,3.28969739157965e-05,0.00158277898699031,0.00171173512474023,1
"common",500,12,0.25,"Origin-specific homogeneous","full_logloss",0.00363304212595622,7.14947857726672e-05,0.00349291234584179,0.00377317190607065,1
