"baseline_design","n_processes","mean_length","beta_true","model","successful_replications","departure_logloss_mean","departure_logloss_sd","departure_brier_mean","departure_brier_sd","calibration_intercept_mean","calibration_slope_mean","full_logloss_mean","full_brier_mean"
"common",184,20,0.8,"Global alpha-beta model",300,0.684660761430119,0.00371596772323216,0.245776822458968,0.00181178934236812,0.097277946237988,0.615531119772058,1.46922452056891,0.720604456171295
"common",184,20,0.8,"Origin-specific homogeneous",300,0.687413099802869,0.003719603219526,0.247113997413166,0.00183615047530973,0.248461739409897,0.0242423105356336,1.47197685894166,0.722311444313164
"common",184,20,0.8,"Spline spell-age model",300,0.625468112850743,0.00685976095476053,0.217346915549363,0.00315920908560634,0.0043261958795952,0.987009408346982,1.41003187198954,0.684314407495542
"common",184,20,0.8,"Stage-Spell SPAOM",300,0.625125524407793,0.00683738420691176,0.217206242490848,0.00314605107610407,0.00313813508599681,0.991852104201263,1.40968928354659,0.684133095956702
"common",300,8,0,"Dual-clock model",300,0.619015628273726,0.00798062040418982,0.213769505016439,0.00375360741158698,0.810928174243719,0.00165780677496595,1.58553995155681,0.773914410112031
"common",300,8,0,"Global alpha-beta model",300,0.619061257034899,0.00800657411817978,0.21379009017097,0.00376784581074007,0.833129889141712,-0.0270680924097971,1.58558558031798,0.773938715143505
"common",300,8,0,"Origin-specific homogeneous",300,0.618646626179524,0.0079028827206107,0.213616480770961,0.00372642763852192,0.838883464515327,-0.0332812457256011,1.5851709494626,0.773713412328342
"common",300,8,0,"Spline spell-age model",296,0.61937176043754,0.00811740600529878,0.213892249843601,0.00379312315691704,0.813465402332523,-0.00268409082080163,1.58580011347221,0.774028683716084
"common",300,8,0,"Stage-Spell SPAOM",300,0.618687080024844,0.00790036041612263,0.213634149299163,0.00372483060231263,0.835082465412303,-0.0285362573658752,1.58521140330792,0.773737105570752
"common",300,8,0.25,"Dual-clock model",300,0.633107586225822,0.00727851720651743,0.220583740858061,0.00344717733871284,0.217319291056438,0.691955181301453,1.57011199843353,0.766769662825185
"common",300,8,0.25,"Global alpha-beta model",300,0.636415514383269,0.00729386650282089,0.222078621192151,0.00347143002733229,0.708077254512453,0.00350642733329383,1.57341992659098,0.768678640113443
"common",300,8,0.25,"Origin-specific homogeneous",300,0.63605834963546,0.00728994198388622,0.221927566825902,0.00347661304896757,0.772156417557039,-0.0874637033516264,1.57306276184317,0.768486191253625
"common",300,8,0.25,"Spline spell-age model",300,0.633326135472088,0.00734642106462615,0.220678411688222,0.00346867559503091,0.245891998889335,0.652405444565814,1.5703305476798,0.766889099750007
"common",300,8,0.25,"Stage-Spell SPAOM",300,0.632807409031756,0.00727125564913728,0.220456166763835,0.00344698948397548,0.183168359174415,0.7398968848528,1.56981182123946,0.766604649797211
"common",300,8,0.52,"Dual-clock model",300,0.640860359502335,0.00731677748485691,0.224409042731923,0.00346454310500555,0.0239251351467407,0.941455711530181,1.53127526829751,0.747480207835652
