"baseline_design","n_processes","mean_length","beta_true","origin_stage","mean_eta_hat","eta_true","bias_eta","rmse_eta","coverage_eta"
"common",100,12,0.52,"Implementation",1.18585172384373,1.17991491149056,0.00593681235317242,0.106626954892388,0.943333333333333
"common",100,12,0.52,"Pre-negotiation",1.17910134301154,1.17991491149056,-0.000813568479024043,0.10018662301018,0.93
"common",100,12,0.52,"Renegotiation/Other",1.2263471694101,1.17991491149056,0.0464322579195335,0.2716968326922,0.946666666666667
"common",100,12,0.52,"Substantive Comprehensive",1.19090460562465,1.17991491149056,0.0109896941340921,0.184448587898533,0.943333333333333
"common",100,12,0.52,"Substantive Partial",1.1734513653672,1.17991491149056,-0.00646354612336233,0.095006024781037,0.95
"common",100,12,0.8,"Ceasefire",1.19199957359303,1.17991491149056,0.0120846621024685,0.107585998593722,0.963333333333333
"common",100,12,0.8,"Implementation",1.18218212841028,1.17991491149056,0.00226721691972112,0.111470312333865,0.96
"common",100,12,0.8,"Pre-negotiation",1.18684434373204,1.17991491149056,0.00692943224147396,0.0986448450203791,0.956666666666667
"common",100,12,0.8,"Renegotiation/Other",1.22473022529506,1.17991491149056,0.0448153138044997,0.299668270494704,0.946666666666667
"common",100,12,0.8,"Substantive Comprehensive",1.19781046100926,1.17991491149056,0.0178955495187022,0.189672615898963,0.94
"common",100,12,0.8,"Substantive Partial",1.17706668510128,1.17991491149056,-0.0028482263892844,0.0969979022071229,0.956666666666667
"common",100,20,0,"Ceasefire",1.18904606553077,1.17991491149056,0.00913115404020593,0.08103645499496,0.963333333333333
"common",100,20,0,"Implementation",1.1855341214499,1.17991491149056,0.00561920995933392,0.0707051380939544,0.966666666666667
"common",100,20,0,"Pre-negotiation",1.1894377187811,1.17991491149056,0.00952280729053592,0.0691114816398227,0.943333333333333
"common",100,20,0,"Renegotiation/Other",1.23634833900076,1.17991491149056,0.0564334275102026,0.193670696093341,0.96
"common",100,20,0,"Substantive Comprehensive",1.19295344340368,1.17991491149056,0.013038531913121,0.130947840971278,0.946666666666667
"common",100,20,0,"Substantive Partial",1.18910420923161,1.17991491149056,0.00918929774105146,0.0696364859417963,0.946666666666667
"common",100,20,0.25,"Ceasefire",1.18545116381476,1.17991491149056,0.00553625232419932,0.0800243370840461,0.93
"common",100,20,0.25,"Implementation",1.18343489739452,1.17991491149056,0.00351998590395633,0.0783326143006133,0.966666666666667
"common",100,20,0.25,"Pre-negotiation",1.18050303596962,1.17991491149056,0.0005881244790622,0.0753617132329015,0.946666666666667
"common",100,20,0.25,"Renegotiation/Other",1.19041897109524,1.17991491149056,0.0105040596046796,0.168100833624314,0.973333333333333
"common",100,20,0.25,"Substantive Comprehensive",1.18364781064094,1.17991491149056,0.00373289915037994,0.126373414379845,0.95
"common",100,20,0.25,"Substantive Partial",1.18215076665926,1.17991491149056,0.00223585516870293,0.0698510758906561,0.97
"common",100,20,0.52,"Ceasefire",1.18041656902145,1.17991491149056,0.000501657530888176,0.0765296922918123,0.966666666666667
