"fixed_beta_spell","frailty_beta_spell","frailty_standard_deviation","attenuation_ratio","relative_intensity_s5_fixed","relative_intensity_s5_frailty"
0.519843493602737,0.481838329167579,0.165851817192455,0.926891141463047,0.433156654755281,0.460478609655002
